index,episode_name,date,description,factcheck,length,name,role,message,talkshow,party,media,group
684,Markus Lanz vom 26. September 2023,2023-09-26,"Zu Gast: Ex-Box-Weltmeister Wladimir Klitschko, Unternehmerin Tatjana Kiel und Journalistin Olivia Kortas",false,74,Tatjana Kiel,Unternehmerin,"Gemeinsam mit Klitschko gründete sie die Initiative ""#WeAreAllUkrainians"". Sie zeigt, wie diese sich für die Rückholung von nach Russland verschleppten ukrainischen Kindern einsetzt.",markuslanz,,,Wirtschaft
685,Markus Lanz vom 26. September 2023,2023-09-26,"Zu Gast: Ex-Box-Weltmeister Wladimir Klitschko, Unternehmerin Tatjana Kiel und Journalistin Olivia Kortas",false,74,Olivia Kortas,Journalistin,"Die Kiew-Korrespondentin der ""Zeit"" spricht über das russische Kalkül und Ausmaß der Kinderverschleppung: ""Es ist ein Kriegsziel, die Ukraine ihrer Zukunft zu berauben.""",markuslanz,,Zeit,Journalismus
686,Markus Lanz vom 16. Januar 2025,2025-01-16,Zur wirtschafts- und fiskalpolitischen Programmatik der FDP und wie die Dänen und Grönländer auf Trumps Expansionspläne blicken.,false,75,Christian Dürr,FDP-Fraktionschef,"Er legt dar, wie die Liberalen den Wiedereinzug in den Bundestag schaffen wollen. Zudem äußert er sich zur wirtschafts- und fiskalpolitischen Programmatik seiner Partei.",markuslanz,FDP,,Politik
687,Markus Lanz vom 16. Januar 2025,2025-01-16,Zur wirtschafts- und fiskalpolitischen Programmatik der FDP und wie die Dänen und Grönländer auf Trumps Expansionspläne blicken.,false,75,Claus Ruhe Madsen,CDU-Politiker,"Der in Kopenhagen geborene Wirtschaftsminister Schleswig-Holsteins spricht über seine Standortpolitik und schildert, wie die Dänen und Grönländer auf Trumps Expansionspläne blicken.",markuslanz,Parteilos,,Politik
688,Markus Lanz vom 16. Januar 2025,2025-01-16,Zur wirtschafts- und fiskalpolitischen Programmatik der FDP und wie die Dänen und Grönländer auf Trumps Expansionspläne blicken.,false,75,Melanie Amann,Journalistin,"Die ""Spiegel""-Vizechefredakteurin analysiert, wie die FDP ihren Wahlkampf bestreitet. Über Parteichef Lindner sagt sie: ""Faszinierend, dass es in der FDP keine Führungsdebatte gibt.""",markuslanz,,Spiegel,Journalismus
689,Markus Lanz vom 16. Januar 2025,2025-01-16,Zur wirtschafts- und fiskalpolitischen Programmatik der FDP und wie die Dänen und Grönländer auf Trumps Expansionspläne blicken.,false,75,Marcel Fratzscher,Ökonom,Der Präsident des Deutschen Instituts für Wirtschaftsforschung wirft den Parteien quer durch alle politischen Lager unlautere Wahl- und Steuerversprechen vor.,markuslanz,,,Wirtschaft
690,Markus Lanz vom 22. Juni 2023,2023-06-22,"Zu Gast: Politiker Karl Lauterbach, Journalistin Cordula Tutt, Pharmakologe Roland Seifert und Feuerökologe Johann Georg Goldammer",false,76,Karl Lauterbach,Politiker,"Der Bundesgesundheitsminister (SPD) nimmt Stellung zur Krankenhausreform, seiner Ankündigung eines Hitzeschutzplans sowie zur Arzneimittelversorgung.",markuslanz,SPD,,Politik
691,Markus Lanz vom 22. Juni 2023,2023-06-22,"Zu Gast: Politiker Karl Lauterbach, Journalistin Cordula Tutt, Pharmakologe Roland Seifert und Feuerökologe Johann Georg Goldammer",false,76,Cordula Tutt,Journalistin,"Die ""WirtschaftsWoche""-Redakteurin analysiert Lauterbachs Pläne für den Umbau des Krankenhauswesens. Zudem äußert sie sich zur Entwicklung der Krankenkassenbeiträge.",markuslanz,,Wirtschafts Woche,Journalismus
692,Markus Lanz vom 22. Juni 2023,2023-06-22,"Zu Gast: Politiker Karl Lauterbach, Journalistin Cordula Tutt, Pharmakologe Roland Seifert und Feuerökologe Johann Georg Goldammer",false,76,Roland Seifert,Pharmakologe,Der Professor vom Institut für Pharmakologie in Hannover spricht über Gründe und Folgen von Lieferengpässen und steigenden Preisen bei Arzneimitteln.,markuslanz,,,Gesundheit
693,Markus Lanz vom 22. Juni 2023,2023-06-22,"Zu Gast: Politiker Karl Lauterbach, Journalistin Cordula Tutt, Pharmakologe Roland Seifert und Feuerökologe Johann Georg Goldammer",false,76,Johann Georg Goldammer,Feuerökologe,"Der Direktor des ""Global Fire Monitoring Center"" äußert sich zu den Ursachen weltweit zunehmender Vegetationsbrände und erläutert, wie Waldbrandvorsorge besser gestaltet werden könnte.",markuslanz,,,Sonstige
694,Markus Lanz vom 29. August 2024,2024-08-29,"Zu Gast: der Autor Hasnain Kazim, der Journalist Marc Felix Serrao, die Journalistin Anna Lehmann und der Publizist Dirk Oschmann",false,75,Hasnain Kazim,Autor,Mit dem Rad fuhr der Bestsellerautor über 3000 Kilometer durch alle Bundesländer. Er zeichnet ein Stimmungsbild Ostdeutschlands vor den drei anstehenden Landtagswahlen.,markuslanz,,,Kultur
695,Markus Lanz vom 29. August 2024,2024-08-29,"Zu Gast: der Autor Hasnain Kazim, der Journalist Marc Felix Serrao, die Journalistin Anna Lehmann und der Publizist Dirk Oschmann",false,75,Marc Felix Serrao,Journalist,"Der Leiter des Berliner ""NZZ""-Büros analysiert den AfD-Höhenflug. Er meint: ""Die Ausgrenzung hat diese Partei groß gemacht. Wer sie wieder klein kriegen will, muss sie mitregieren lassen.""",markuslanz,,NZZ,Journalismus
696,Markus Lanz vom 29. August 2024,2024-08-29,"Zu Gast: der Autor Hasnain Kazim, der Journalist Marc Felix Serrao, die Journalistin Anna Lehmann und der Publizist Dirk Oschmann",false,75,Anna Lehmann,Journalistin,"Die ""taz""-Redakteurin diskutiert über den richtigen Umgang mit der AfD in Thüringen und Sachsen und beleuchtet die bis heute anhaltenden Nachwirkungen der DDR.",markuslanz,,TAZ,Journalismus
697,Markus Lanz vom 29. August 2024,2024-08-29,"Zu Gast: der Autor Hasnain Kazim, der Journalist Marc Felix Serrao, die Journalistin Anna Lehmann und der Publizist Dirk Oschmann",false,75,Dirk Oschmann,Publizist,"Der Leipziger Autor des Buches ""Der Osten: eine westdeutsche Erfindung"" erklärt die Stigmatisierung Ostdeutschlands und erläutert, warum das BSW und die AfD im Osten so erfolgreich sind.",markuslanz,,,Kultur
698,Markus Lanz vom 30. Mai 2024,2024-05-30,"Zu Gast: Publizistin Khola Hübsch, Extremismusforscher Ahmad Mansour, Jurist Murat Kayman und Theologe Mouhanad Khorchide",false,75,Khola Hübsch,Publizistin,Die Journalistin berichtet aus ihrem Leben als praktizierende Muslimin und erläutert ihre Position zum Nahostkonflikt und den Kalifats-Demonstrationen radikaler Islamisten in Hamburg.,markuslanz,,,Kultur
699,Markus Lanz vom 30. Mai 2024,2024-05-30,"Zu Gast: Publizistin Khola Hübsch, Extremismusforscher Ahmad Mansour, Jurist Murat Kayman und Theologe Mouhanad Khorchide",false,75,Ahmad Mansour,Extremismusforscher,"Er warnt: ""Seit dem 7. Oktober sehe ich eine Radikalisierungswelle auf uns zukommen."" Mit Blick auf die rassistischen Ausfälle auf Sylt äußert er sich auch zum gesellschaftlichen Klima.",markuslanz,,,Geisteswissenschaft
700,Markus Lanz vom 30. Mai 2024,2024-05-30,"Zu Gast: Publizistin Khola Hübsch, Extremismusforscher Ahmad Mansour, Jurist Murat Kayman und Theologe Mouhanad Khorchide",false,75,Murat Kayman,Jurist,"Er schildert, wie er als Gastarbeiterkind in Lübeck sozialisiert wurde. Zudem berichtet er von seiner Tätigkeit für den umstrittenen Moscheeverband DITIB, den er 2017 verlassen hat.",markuslanz,,,Recht
701,Markus Lanz vom 30. Mai 2024,2024-05-30,"Zu Gast: Publizistin Khola Hübsch, Extremismusforscher Ahmad Mansour, Jurist Murat Kayman und Theologe Mouhanad Khorchide",false,75,Mouhanad Khorchide,Theologe,Der in Beirut geborene Professor für Islamische Religionspädagogik spricht über muslimischen Antisemitismus und antimuslimischen Rassismus in Deutschland.,markuslanz,,,Geisteswissenschaft
702,Markus Lanz vom 24. Oktober 2024,2024-10-24,"Zu den Perspektiven der kriselnden deutschen Automobilindustrie und den Herausforderungen bei der Transformation zur Elektromobilität. Gäste: FDP-Fraktionschef Christian Dürr, Ex-VW-Vorstand Herbert Diess, Journalistin Christina Kunkel, Autoexperte Stef...",false,75,Christian Dürr,FDP-Fraktionschef,"Er nimmt Stellung zu den Perspektiven der kriselnden deutschen Automobilindustrie. Zudem erläutert er, warum die Liberalen mehr Technologieoffenheit bei Antriebssystemen fordern.",markuslanz,FDP,,Politik
703,Markus Lanz vom 24. Oktober 2024,2024-10-24,"Zu den Perspektiven der kriselnden deutschen Automobilindustrie und den Herausforderungen bei der Transformation zur Elektromobilität. Gäste: FDP-Fraktionschef Christian Dürr, Ex-VW-Vorstand Herbert Diess, Journalistin Christina Kunkel, Autoexperte Stef...",false,75,Herbert Diess,Ex-VW-Vorstand,Von 2018 bis 2022 war er Chef des Volkswagen-Konzerns. Er äußert sich zur Zukunftsfähigkeit der deutschen Autobauer und den Herausforderungen bei der Transformation zur Elektromobilität.,markuslanz,,,Wirtschaft
704,Markus Lanz vom 24. Oktober 2024,2024-10-24,"Zu den Perspektiven der kriselnden deutschen Automobilindustrie und den Herausforderungen bei der Transformation zur Elektromobilität. Gäste: FDP-Fraktionschef Christian Dürr, Ex-VW-Vorstand Herbert Diess, Journalistin Christina Kunkel, Autoexperte Stef...",false,75,Christina Kunkel,Journalistin,"Die ""SZ""-Wirtschaftsredakteurin hinterfragt die verkehrspolitischen Ansätze der FDP. Und sie legt dar, wie deutsche Pkw-Hersteller im globalen Wettbewerb wieder aufholen könnten.",markuslanz,,Süddeutsche Zeitung,Journalismus
705,Markus Lanz vom 24. Oktober 2024,2024-10-24,"Zu den Perspektiven der kriselnden deutschen Automobilindustrie und den Herausforderungen bei der Transformation zur Elektromobilität. Gäste: FDP-Fraktionschef Christian Dürr, Ex-VW-Vorstand Herbert Diess, Journalistin Christina Kunkel, Autoexperte Stef...",false,75,Stefan Bratzel,Autoexperte,"Der Professor des Forschungsinstituts ""Center of Automotive Management"" befasst sich mit Zukunftsfragen der Mobilität. Er gibt einen Ausblick auf das Autofahren von morgen.",markuslanz,,,Wirtschaft
706,Markus Lanz vom 17. Oktober 2023,2023-10-17,"Zu Gast: CDU-Politiker Kai Wegner, Journalistin Melanie Amann, Journalistin Golineh Atai, Islamwissenschaftler Guido Steinberg und Studentin Anna Staroselski",false,75,Kai Wegner,CDU-Politiker,Der Regierende Bürgermeister von Berlin nimmt Stellung zum Umgang mit pro-palästinensischen Demonstrationen und zu den Herausforderungen der Migrationsgesellschaft.,markuslanz,CDU,,Politik
707,Markus Lanz vom 17. Oktober 2023,2023-10-17,"Zu Gast: CDU-Politiker Kai Wegner, Journalistin Melanie Amann, Journalistin Golineh Atai, Islamwissenschaftler Guido Steinberg und Studentin Anna Staroselski",false,75,Melanie Amann,Journalistin,"Die stellvertretende ""SPIEGEL""-Chefredakteurin analysiert die Israel-Reise von Kanzler Scholz. Und sie spricht über das Problem zunehmender Judenfeindlichkeit an Schulen.",markuslanz,,Spiegel,Journalismus
708,Markus Lanz vom 17. Oktober 2023,2023-10-17,"Zu Gast: CDU-Politiker Kai Wegner, Journalistin Melanie Amann, Journalistin Golineh Atai, Islamwissenschaftler Guido Steinberg und Studentin Anna Staroselski",false,75,Golineh Atai,Journalistin,"Zugeschaltet aus Kairo, informiert die Leiterin des dortigen ZDF-Studios über die Sicherheitslage in den ägyptischen und libanesischen Grenzgebieten zu Israel.",markuslanz,,ZDF,Journalismus
709,Markus Lanz vom 17. Oktober 2023,2023-10-17,"Zu Gast: CDU-Politiker Kai Wegner, Journalistin Melanie Amann, Journalistin Golineh Atai, Islamwissenschaftler Guido Steinberg und Studentin Anna Staroselski",false,75,Guido Steinberg,Islamwissenschaftler,Er erläutert die strategischen und ideologischen Hintergründe des Angriffes der Hamas auf Israel. Zudem äußert er sich zur Finanzierung der radikalislamischen Palästinenserorganisation.,markuslanz,,,Geisteswissenschaft
710,Markus Lanz vom 17. Oktober 2023,2023-10-17,"Zu Gast: CDU-Politiker Kai Wegner, Journalistin Melanie Amann, Journalistin Golineh Atai, Islamwissenschaftler Guido Steinberg und Studentin Anna Staroselski",false,75,Anna Staroselski,Studentin,"Die Sprecherin des deutsch-jüdischen Vereins WerteInitiative spricht über Antisemitismus in Deutschland. ""Jüdische Communitys sind nicht geschützt"", beklagt sie.",markuslanz,,,Bildung
711,Markus Lanz vom 5. Dezember 2024,2024-12-05,Zu Olaf Scholz als Kanzlerkandidat und zu dessen Treffen mit dem ukrainischen Präsidenten Selenskyj sowie zur derzeitigen Wirtschaftslage und über die aktuelle Entwicklung des Ukrainekrieges und mögliche Friedenspläne.,false,74,Lars Klingbeil,SPD-Vorsitzender,Er äußert sich zu Olaf Scholz als Kanzlerkandidat und zu dessen Treffen mit dem ukrainischen Präsidenten Selenskyj sowie zur derzeitigen Wirtschaftslage.,markuslanz,SPD,,Politik
712,Markus Lanz vom 5. Dezember 2024,2024-12-05,Zu Olaf Scholz als Kanzlerkandidat und zu dessen Treffen mit dem ukrainischen Präsidenten Selenskyj sowie zur derzeitigen Wirtschaftslage und über die aktuelle Entwicklung des Ukrainekrieges und mögliche Friedenspläne.,false,74,Kerstin Münstermann,Journalistin,"Die Leiterin des Parlamentsbüros der ""Rheinischen Post"" analysiert, wie die SPD den Bundestagswahlkampf einläutet, und blickt zudem auf die deutsche Sicherheits- und Wirtschaftspolitik.",markuslanz,,Rheinische Post,Journalismus
713,Markus Lanz vom 5. Dezember 2024,2024-12-05,Zu Olaf Scholz als Kanzlerkandidat und zu dessen Treffen mit dem ukrainischen Präsidenten Selenskyj sowie zur derzeitigen Wirtschaftslage und über die aktuelle Entwicklung des Ukrainekrieges und mögliche Friedenspläne.,false,74,Christian Mölling,Militärexperte,"Er spricht über die aktuelle Entwicklung des Ukrainekrieges und mögliche Friedenspläne. ""Russland ist konstant kriegswillig und zunehmend kriegsfähig"", warnt er.",markuslanz,,,Militär
714,Markus Lanz vom 4. April 2023,2023-04-04,"Zu Gast: Journalist Johannes Hano, IT-Experte Linus Neumann, Journalist Florian Flade und Journalist Martin Knobbe",false,71,Johannes Hano,Journalist,"Zugeschaltet aus New York, informiert der Leiter des dortigen ZDF-Studios über Hintergründe und Reaktionen auf die Anklageerhebung gegen den früheren US-Präsidenten Donald Trump.",markuslanz,,ZDF,Journalismus
715,Markus Lanz vom 4. April 2023,2023-04-04,"Zu Gast: Journalist Johannes Hano, IT-Experte Linus Neumann, Journalist Florian Flade und Journalist Martin Knobbe",false,71,Linus Neumann,IT-Experte,"Der Sprecher des ""Chaos Computer Club"" erläutert, wie künstliche Intelligenz funktioniert, Algorithmen lernen und wie vielfältig die Anwendungsfälle moderner Computertechnologien sind.",markuslanz,,,Sonstige
716,Markus Lanz vom 4. April 2023,2023-04-04,"Zu Gast: Journalist Johannes Hano, IT-Experte Linus Neumann, Journalist Florian Flade und Journalist Martin Knobbe",false,71,Florian Flade,Journalist,Der Investigativ-Reporter (u. a. SZ) äußert sich zu den Missbrauchsmöglichkeiten von künstlicher Intelligenz in der medialen Berichterstattung und verdeutlicht dies anhand von Beispielen.,markuslanz,,,Journalismus
717,Markus Lanz vom 4. April 2023,2023-04-04,"Zu Gast: Journalist Johannes Hano, IT-Experte Linus Neumann, Journalist Florian Flade und Journalist Martin Knobbe",false,71,Martin Knobbe,Journalist,"Der Politikressortleiter vom SPIEGEL spricht über die Gefahren von Fake News und gezielter Desinformation im Netz und erläutert, wie weitreichend deren Einfluss auf die Meinungsbildung ist.",markuslanz,,,Journalismus
718,Markus Lanz vom 26. Februar 2025,2025-02-26,"Zum Wahldesaster der FDP, der Erfolg der Linken bei der Bundestagswahl sowie die Perspektiven einer möglichen schwarz-roten Koalition.",false,78,Wolfgang Kubicki,FDP-Vize,"Er nimmt Stellung zum Wahldesaster seiner Partei und den Lehren, die die Liberalen daraus ziehen werden. Auch zu seiner Überlegung, neuer Parteichef werden zu wollen, äußert er sich.",markuslanz,FDP,,Politik
719,Markus Lanz vom 26. Februar 2025,2025-02-26,"Zum Wahldesaster der FDP, der Erfolg der Linken bei der Bundestagswahl sowie die Perspektiven einer möglichen schwarz-roten Koalition.",false,78,Bodo Ramelow,Linken-Politiker,"Als einer der drei ""Silberlocken"" hat er maßgeblich zum Erfolg der Linken bei der Bundestagswahl beigetragen. Er erläutert, welche Schwerpunkte seine Partei in der Opposition setzen will.",markuslanz,LINKE,,Politik
720,Markus Lanz vom 26. Februar 2025,2025-02-26,"Zum Wahldesaster der FDP, der Erfolg der Linken bei der Bundestagswahl sowie die Perspektiven einer möglichen schwarz-roten Koalition.",false,78,Anna Lehmann,Journalistin,"Die Leiterin des Parlamentsbüros der ""taz"" blickt auf die Wahlschlappe der Liberalen, deren eigene Fehleranalyse und auf die Perspektiven einer möglichen schwarz-roten Koalition.",markuslanz,,TAZ,Journalismus
721,Markus Lanz vom 26. Februar 2025,2025-02-26,"Zum Wahldesaster der FDP, der Erfolg der Linken bei der Bundestagswahl sowie die Perspektiven einer möglichen schwarz-roten Koalition.",false,78,Kerstin Münstermann,Journalistin,"Die Politikexpertin der ""Rheinischen Post"" analysiert das Wahlergebnis der Linkspartei. Zudem äußert sie sich zu Friedrich Merz: ""Er ist der Wahlgewinner – allerdings kein überzeugender.""",markuslanz,,Rheinische Post,Journalismus
722,Markus Lanz vom 18. Februar 2025,2025-02-18,"Über die transatlantischen Beziehungen und über Sicherheits-, Wirtschafts- und Migrationspolitik sowie zu den Ukraine-Verhandlungen zwischen Russland und den USA in Riad.",false,75,Karin Prien,CDU-Vizevorsitzende,"Nach der aufsehenerregenden Rede von US-Vizepräsident Vance spricht sie über die transatlantischen Beziehungen und über Sicherheits-, Wirtschafts- und Migrationspolitik.",markuslanz,CDU,,Politik
723,Markus Lanz vom 18. Februar 2025,2025-02-18,"Über die transatlantischen Beziehungen und über Sicherheits-, Wirtschafts- und Migrationspolitik sowie zu den Ukraine-Verhandlungen zwischen Russland und den USA in Riad.",false,75,Fabio De Masi,BSW-Politiker,"Er äußert sich zu den Ukraine-Verhandlungen zwischen Russland und den USA in Riad. Und er nimmt Stellung zur Programmatik seiner Partei und der Gefahr, an der Fünfprozenthürde zu scheitern.",markuslanz,BSW,,Politik
724,Markus Lanz vom 18. Februar 2025,2025-02-18,"Über die transatlantischen Beziehungen und über Sicherheits-, Wirtschafts- und Migrationspolitik sowie zu den Ukraine-Verhandlungen zwischen Russland und den USA in Riad.",false,75,Ulrike Winkelmann,Journalistin,"Die ""taz""-Chefredakteurin analysiert die Schlussphase des Bundestagswahlkampfes.",markuslanz,,TAZ,Journalismus
725,Markus Lanz vom 18. Februar 2025,2025-02-18,"Über die transatlantischen Beziehungen und über Sicherheits-, Wirtschafts- und Migrationspolitik sowie zu den Ukraine-Verhandlungen zwischen Russland und den USA in Riad.",false,75,Bojan Pancevski,Europa-Experte,"""Es ist möglich, dass die Brandmauer nicht ewig halten kann"", sagt der ""Wall Street Journal""-Redakteur mit Blick auf CDU und AfD und zieht Parallelen zu rechten Parteien in anderen EU-Ländern.",markuslanz,,Wall Street Journal,Journalismus
726,Markus Lanz vom 1. Februar 2024,2024-02-01,"Zu Gast: FDP-Politiker Konstantin Kuhle, Journalistin Kristina Dunz, Manager Gunter Erfurt und Landrat Dirk Neubauer",false,75,Konstantin Kuhle,FDP-Politiker,"Der Fraktionsvize der Liberalen nimmt Stellung zur Performance der Bundesregierung, dem knappen FDP-Mitgliedervotum zum Ampelverbleib sowie zur Subventions- und Energiepolitik.",markuslanz,FDP,,Politik
727,Markus Lanz vom 1. Februar 2024,2024-02-01,"Zu Gast: FDP-Politiker Konstantin Kuhle, Journalistin Kristina Dunz, Manager Gunter Erfurt und Landrat Dirk Neubauer",false,75,Kristina Dunz,Journalistin,"Die stellvertretende Chefredakteurin vom ""RedaktionsNetzwerk Deutschland"" analysiert die Krise der FDP sowie die Rhetorik und den Führungsstil von Parteichef Christian Lindner.",markuslanz,,RND,Journalismus
728,Markus Lanz vom 1. Februar 2024,2024-02-01,"Zu Gast: FDP-Politiker Konstantin Kuhle, Journalistin Kristina Dunz, Manager Gunter Erfurt und Landrat Dirk Neubauer",false,75,Gunter Erfurt,Manager,Der CEO des angeschlagenen Solarkonzerns Meyer Burger erläutert seine Kritik an der Technologiepolitik Europas und äußert sich zum harten Wettbewerb mit chinesischen Herstellern.,markuslanz,,,Wirtschaft
729,Markus Lanz vom 1. Februar 2024,2024-02-01,"Zu Gast: FDP-Politiker Konstantin Kuhle, Journalistin Kristina Dunz, Manager Gunter Erfurt und Landrat Dirk Neubauer",false,75,Dirk Neubauer,Landrat,"In seinem Landkreis Mittelsachsen befindet sich ein von der Schließung bedrohtes Meyer Burger-Werk. Über die Folgen sagt er: ""Wir reden von einer fünfstelligen Zahl an Arbeitsplätzen.""",markuslanz,Parteilos,,Politik
730,Markus Lanz vom 2. Oktober 2024,2024-10-03,"Über die aktuelle Entwicklung im Nahen Osten, zur Gefechtsstärke der Streitkräfte Israels u. des Iran sowie über die Eskalationsrisiken u. über die angespannte humanitäre Lage im Libanon. Zu Gast: Politologin Bente Scheller, Militärexperte Carlo Masala,...",false,44,Bente Scheller,Politologin,Die Leiterin des Referats Nahost und Nordafrika der Heinrich-Böll-Stiftung ordnet die aktuelle Entwicklung im Nahen Osten ein.,markuslanz,,,Geisteswissenschaft
731,Markus Lanz vom 2. Oktober 2024,2024-10-03,"Über die aktuelle Entwicklung im Nahen Osten, zur Gefechtsstärke der Streitkräfte Israels u. des Iran sowie über die Eskalationsrisiken u. über die angespannte humanitäre Lage im Libanon. Zu Gast: Politologin Bente Scheller, Militärexperte Carlo Masala,...",false,44,Carlo Masala,Militärexperte,Der Professor der Universität der Bundeswehr München äußert sich zur Gefechtsstärke der Streitkräfte Israels und des Iran. Und er analysiert die Eskalationsrisiken.,markuslanz,,,Militär
732,Markus Lanz vom 2. Oktober 2024,2024-10-03,"Über die aktuelle Entwicklung im Nahen Osten, zur Gefechtsstärke der Streitkräfte Israels u. des Iran sowie über die Eskalationsrisiken u. über die angespannte humanitäre Lage im Libanon. Zu Gast: Politologin Bente Scheller, Militärexperte Carlo Masala,...",false,44,Phoebe Gaa,ZDF-Korrespondentin,"Direkt aus Teheran schildert sie, welche Botschaft das Mullah-Regime mit dem Angriff auf Israel vor allem an die eigene Bevölkerung sendet und wie die Iraner auf den Konflikt blicken.",markuslanz,,,Journalismus
733,Markus Lanz vom 2. Oktober 2024,2024-10-03,"Über die aktuelle Entwicklung im Nahen Osten, zur Gefechtsstärke der Streitkräfte Israels u. des Iran sowie über die Eskalationsrisiken u. über die angespannte humanitäre Lage im Libanon. Zu Gast: Politologin Bente Scheller, Militärexperte Carlo Masala,...",false,44,Katrin Eigendorf,ZDF-Korrespondentin,Heute Morgen ist sie aus dem Grenzgebiet zwischen Israel und dem Libanon nach Tel Aviv zurückgekehrt. Sie berichtet von ihren Eindrücken.,markuslanz,,ZDF,Journalismus
734,Markus Lanz vom 2. Oktober 2024,2024-10-03,"Über die aktuelle Entwicklung im Nahen Osten, zur Gefechtsstärke der Streitkräfte Israels u. des Iran sowie über die Eskalationsrisiken u. über die angespannte humanitäre Lage im Libanon. Zu Gast: Politologin Bente Scheller, Militärexperte Carlo Masala,...",false,44,Christoph Ehrhardt,Nahostexperte,"Zugeschaltet aus Beirut, informiert der ""FAZ""-Korrespondent über die angespannte humanitäre Lage im Libanon.",markuslanz,,FAZ,Journalismus
735,Markus Lanz vom 1. Oktober 2024,2024-10-01,"Zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven der CDU nach den ostdeutschen Landtagswahlen sowie über die Lage im Südlibanon. Zu Gast: CDU-Politiker Jens Spahn, Journalistin Ulrike Herrmann, Nahostexperte Christoph...",false,78,Jens Spahn,CDU-Politiker,"Der Unions-Fraktionsvize äußert sich zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven seiner Partei nach den ostdeutschen Landtagswahlen.",markuslanz,CDU,,Politik
736,Markus Lanz vom 1. Oktober 2024,2024-10-01,"Zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven der CDU nach den ostdeutschen Landtagswahlen sowie über die Lage im Südlibanon. Zu Gast: CDU-Politiker Jens Spahn, Journalistin Ulrike Herrmann, Nahostexperte Christoph...",false,78,Ulrike Herrmann,Journalistin,"Nach dem Chaos im Thüringer Landtag analysiert die ""taz""-Redakteurin die Debatte um ein AfD-Verbot. Zudem blickt sie auf die erste Sondierungsrunde von CDU, BSW und SPD in Erfurt.",markuslanz,,TAZ,Journalismus
737,Markus Lanz vom 1. Oktober 2024,2024-10-01,"Zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven der CDU nach den ostdeutschen Landtagswahlen sowie über die Lage im Südlibanon. Zu Gast: CDU-Politiker Jens Spahn, Journalistin Ulrike Herrmann, Nahostexperte Christoph...",false,78,Christoph Ehrhardt,Nahostexperte,"Zugeschaltet aus Beirut, informiert der ""FAZ""-Korrespondent über die Lage im Südlibanon, wo Israels Armee eine Bodenoperation gegen die Terrororganisation Hisbollah gestartet hat.",markuslanz,,FAZ,Journalismus
738,Markus Lanz vom 1. Oktober 2024,2024-10-01,"Zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven der CDU nach den ostdeutschen Landtagswahlen sowie über die Lage im Südlibanon. Zu Gast: CDU-Politiker Jens Spahn, Journalistin Ulrike Herrmann, Nahostexperte Christoph...",false,78,Guido Steinberg,Islamwissenschaftler,Der Experte von der Stiftung Wissenschaft und Politik spricht über die Zukunft der geschwächten Hisbollah und die Gefahr eines Flächenbrandes im Nahen Osten.,markuslanz,,,Geisteswissenschaft
739,Markus Lanz vom 1. Oktober 2024,2024-10-01,"Zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven der CDU nach den ostdeutschen Landtagswahlen sowie über die Lage im Südlibanon. Zu Gast: CDU-Politiker Jens Spahn, Journalistin Ulrike Herrmann, Nahostexperte Christoph...",false,78,Dominik Lessmeister,ZDF-Korrespondent,"Direkt aus Tel Aviv berichtet er über die aktuelle Situation in der israelischen Hauptstadt, nachdem der Iran Israel mit rund 180 Raketen angegriffen hat.",markuslanz,,,Journalismus
740,Markus Lanz vom 1. Oktober 2024,2024-10-01,"Zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven der CDU nach den ostdeutschen Landtagswahlen sowie über die Lage im Südlibanon. Zu Gast: CDU-Politiker Jens Spahn, Journalistin Ulrike Herrmann, Nahostexperte Christoph...",false,78,Elmar Theveßen,ZDF-Korrespondent,"Der Leiter des ZDF-Büros Washington erläutert, wie die amerikanische Regierung auf die Zuspitzung in Nahost schaut und was diese Entwicklung für den US-Präsidentschaftswahlkampf bedeutet.",markuslanz,,ZDF,Journalismus
741,Markus Lanz vom 2. April 2024,2024-04-02,"Zu Gast: CDU-Politiker Mario Voigt, Journalist Martin Machowecz, Osteuropa-Expertin Sabine Adler und ZDF-Korrespondent Elmar Theveßen",false,74,Mario Voigt,CDU-Politiker,Der Oppositionsführer in Thüringen nimmt Stellung zu den Herausforderungen des anstehenden Landtagswahlkampfes gegen Ministerpräsident Bodo Ramelow (DIE LINKE) und Björn Höcke (AfD).,markuslanz,CDU,,Politik
742,Markus Lanz vom 2. April 2024,2024-04-02,"Zu Gast: CDU-Politiker Mario Voigt, Journalist Martin Machowecz, Osteuropa-Expertin Sabine Adler und ZDF-Korrespondent Elmar Theveßen",false,74,Martin Machowecz,Journalist,"Der stellvertretende ""ZEIT""-Chefredakteur blickt auf die drei diesjährigen Wahlen in Ostdeutschland und auf deren bundespolitische Bedeutung.",markuslanz,,Zeit,Journalismus
